id,text,explanation,tag
251,Bill Gates stated that the COVID-19 vaccine includes nanorobots and the second shot is needed to activate them via electronic energy.,"The widespread information about Bill Gates allegedly claiming that the vaccine contains nanorobots and that it can be used to control vaccinated people is a conspiracy. In fact, Gates has never made such a statement. Moreover, according to specialists, this is impossible too.",FALSE
252,The Mayor of Bogota said that the capital was the second city in America with more ICU beds after New York,Rio de Janeiro is the second capital with more ICU beds in America after New York,FALSE
253,President Jair Bolsonaro deleted all social media photos promoting chloroquine,"Many of the images that were supposedly deleted are featured on his Facebook, Twitter, YouTube and Instagram profiles.",FALSE
254,World Health Organization changed COVID-19 testing protocols for political reasons following Joe Biden's inauguration and admitted that false-positive cases had been inflating the case count.,The WHO's guidance merely reminded labs to follow instructions provided by each test's manufacturer.,FALSE
255,"A young man used an old man's disguise to get himself vaccinated in Jaragua do Sul, Santa Catarina","The images shown in the post are of a young man who wore an old man costume to rob a bank, in 2019",FALSE
256,"A conspiracy theory audio that claims, amongst other things, that an Australian vaccine infected people with HIV","The Australian vaccine mentioned in the audio did not infect people with HIV. It did generate antibodies against HIV, which were detected in blood tests. Other claims made in the audio are also false",FALSE
257,"The Venezuelan government lied when it claimed to have donated oxygen to Manaus. Actually, the oxygen that went from Venezuela to Manaus was imported by White Martins",Both things happened. The Venezuelan government donated oxygen from state-owned plants and White Martins imported some more from their plants in Venezuela,FALSE
258,"Billionaire Bill Gates said the world should be depopulated of billions of people, starting in Africa.","There is no public record of Gates making these remarks. Since the start of the Covid-19 pandemic, the Microsoft founder -- who has poured hundreds of millions of dollars into the fight against the novel coronavirus -- has been the target of many false or misleading allegations, including about forced population control. His foundation has repeatedly refuted these claims, which have also been debunked by AFP Fact Check.",FALSE
259,Retractable syringes are used to stage the Covid-19 vaccinations of world leaders.,The footage of a retractable syringe has been taken from the TikTok account of a movie prop master. Two of the other clips used in the misleading video actually show public figures getting flu vaccines in 2019.,FALSE
260,A study has shown that long-term use of masks generates microbes that infiltrate the lungs and contribute to advanced-stage lung cancer,the study is not related to masks,FALSE
261,The Health Minister said each dose of the pfizer vaccine cost 100 USD,The health minister did not said that. The image is false.,FALSE
262,TV presenter Angelica said she will not be vaccinated against Covid-19 because she has high immunity,"In note, the spokesperson for the presenter informed she did not grant any radio interview and she will get the vaccine as soon as it is available to the group in which she fits.",FALSE
263,"Ignoring vaccination groups priorities, Brazilian soccer player Neymar cuts in vaccine line",The photo was taken during a vaccination campaign against H1N1 and hepatitis B viruses in 2010.,FALSE
264,Nusret Gokce was vaccinated in Turkey before his turn,"Nusret Gokce was vaccinated in UAE, not in Turkey.",FALSE
265,"Joao Doria, governor of Sao Paulo, tweeted that children will be vaccinated in schools, from February onwards, even though the Coronavac vaccine is not recommended for this age group",The tweet is false. Children and teenagers are not on any priority group and they will not be vaccinated in school,FALSE
266,Prof. Dr. Ates Kara told that transmission via bread is possible,Prof. Kara said that the SARS-CoV-2 virus is not transmitted through food. It was the possibility of contact with the bread that Kara pointed out.,FALSE
